address,postcode,property_type,bedrooms,tenure,last_sold_date,last_sold_price
"1, Greenford Close, Cheadle Hulme, Cheadle 11 Detached 3 Freehold Previo",SK8 5RN,Detached,3.0,Freehold,30 Sep 2024,398000
"10, Lyntonvale Avenue, Gatley, Cheadle 17 Semi-Detached 3 Freehold P",SK8 4DF,Detached,3.0,Freehold,30 Sep 2024,395000
"8, Greenford Close, Cheadle Hulme, Cheadle 19 Detached 3 Freehold Previo",SK8 5RN,Detached,3.0,Freehold,30 Sep 2024,399950
"13, Granville Road, Cheadle Hulme, Cheadle 11 Semi-Detached 4 Leasehold",SK8 5QL,Detached,4.0,Leasehold,30 Sep 2024,335000
"21, Beechurst Road, Cheadle Hulme, Cheadle Semi-Detached Leasehold Previ",SK8 5QG,Detached,,Leasehold,30 Sep 2024,246500
"22, Crescent Road, Cheadle 12 Terraced 2 Freehold Previo",SK8 1PW,Terraced,2.0,Freehold,27 Sep 2024,285000
"55, Brandon Avenue, Heald Green, Cheadle 13 Semi-Detached 2 Freehold P",SK8 3SG,Detached,2.0,Freehold,27 Sep 2024,340000
"157, Ladybridge Road, Cheadle Hulme, Cheadle 15 Terraced 3 Freehold Previo",SK8 5PL,Terraced,3.0,Freehold,27 Sep 2024,355000
"31, Belmont Road, Gatley, Cheadle 15 Semi-Detached 3 Freehold P",SK8 4AG,Detached,3.0,Freehold,27 Sep 2024,384000
"1, Borrowdale Avenue, Gatley, Cheadle 12 Semi-Detached 2 Freehold P",SK8 4QE,Detached,2.0,Freehold,27 Sep 2024,290000
"4, Granville Road, Cheadle Hulme, Cheadle 6 Terraced 3 Freehold Previou",SK8 5QL,Terraced,3.0,Freehold,27 Sep 2024,260000
"37, St Davids Road, Cheadle 8 Terraced 2 Freehold Previou",SK8 2HF,Detached,2.0,Freehold,27 Sep 2024,384044
"37, St Davids Road, Cheadle 8 Terraced 2 Freehold Previou",SK8 2HF,Detached,2.0,Freehold,27 Sep 2024,210000
"16, Irby Walk, Cheadle 23 Semi-Detached 5 Freehold P",SK8 2LU,Detached,5.0,Freehold,27 Sep 2024,430000
"17, Lyncombe Close, Cheadle Hulme, Cheadle 21 Detached 4 Freehold Previo",SK8 7RB,Detached,4.0,Freehold,27 Sep 2024,600000
"12, Greenhythe Road, Heald Green, Cheadle 36 Detached 2 Freehold Previo",SK8 3NS,Detached,2.0,Freehold,27 Sep 2024,355000
"17, Malvern Avenue, Gatley, Cheadle 23 Detached 3 Freehold Previo",SK8 4HT,Detached,3.0,Freehold,27 Sep 2024,415000
"21, Cromwell Avenue, Gatley, Cheadle 10 Detached 3 Freehold Previo",SK8 4BS,Detached,3.0,Freehold,27 Sep 2024,290000
"76, Lavington Avenue, Cheadle 17 Detached 3 Freehold Previo",SK8 2HH,Detached,3.0,Freehold,27 Sep 2024,380000
"5, Lorna Grove, Gatley, Cheadle 54 Semi-Detached 5 Freehold P",SK8 4EA,Detached,5.0,Freehold,27 Sep 2024,545000
"38, Adshall Road, Cheadle 9 Terraced 3 Freehold Previou",SK8 2JN,Terraced,3.0,Freehold,26 Sep 2024,220000
"4, Palmer Avenue, Cheadle 9 Semi-Detached 2 Freehold Pr",SK8 2DF,Detached,2.0,Freehold,25 Sep 2024,265000
"33, Arrowsmith Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XD,Detached,,Freehold,25 Sep 2024,539995
"4, Manor Place, Cheadle Hulme, Cheadle 23 Semi-Detached 4 Freehold P",SK8 5BP,Detached,4.0,Freehold,24 Sep 2024,685000
"35, Highfield Road, Cheadle Hulme, Cheadle 20 Detached 4 Freehold Previo",SK8 6EN,Detached,4.0,Freehold,24 Sep 2024,785000
"31, Dutton Court, Station Approach, Cheadle Hulme, Cheadle 28 Flat 1 Leasehold Previous",SK8 5BF,Flat,1.0,Leasehold,24 Sep 2024,120000
"8, Malmesbury Road, Cheadle Hulme, Cheadle 18 Semi-Detached 3 Freehold P",SK8 7QH,Detached,3.0,Freehold,23 Sep 2024,382000
"71, Crantock Drive, Heald Green, Cheadle 9 Semi-Detached 3 Leasehold P",SK8 3EY,Detached,3.0,Leasehold,20 Sep 2024,300000
"19, Brooklyn Crescent, Cheadle 39 Detached 6 Freehold Previo",SK8 1DX,Detached,6.0,Freehold,20 Sep 2024,1140000
"3, 60, Massie Street, Cheadle 17 Flat 2 Leasehold Previous",SK8 1DU,Flat,2.0,Leasehold,20 Sep 2024,265000
"10, Ernest Street, Cheadle Terraced Leasehold Previous t",SK8 1PN,Terraced,,Leasehold,20 Sep 2024,188580
"221, Stockport Road, Cheadle 10 Terraced 2 Freehold Previo",SK8 2BS,Terraced,2.0,Freehold,20 Sep 2024,255000
"48, Vicarage Avenue, Cheadle Hulme, Cheadle 14 Detached 4 Leasehold Previ",SK8 7JP,Detached,4.0,Leasehold,20 Sep 2024,561000
"33, Grange Avenue, Cheadle Hulme, Cheadle Semi-Detached Freehold Previo",SK8 5EN,Detached,,Freehold,19 Sep 2024,400000
"32, Ladybridge Road, Cheadle Hulme, Cheadle 11 Semi-Detached 3 Freehold P",SK8 5BL,Detached,3.0,Freehold,18 Sep 2024,360000
"66, Davies Avenue, Heald Green, Cheadle 25 Semi-Detached 3 Leasehold",SK8 3PG,Detached,3.0,Leasehold,18 Sep 2024,350000
"15, Moseley Grange, Moseley Road, Cheadle Hulme, Cheadle 6 Flat 1 Leasehold Previous t",SK8 5EZ,Flat,1.0,Leasehold,18 Sep 2024,147500
"2, Hereford Road, Cheadle 10 Detached 3 Leasehold Previ",SK8 2LT,Detached,3.0,Leasehold,17 Sep 2024,384044
"2, Hereford Road, Cheadle 10 Detached 3 Leasehold Previ",SK8 2LT,Detached,3.0,Leasehold,17 Sep 2024,320000
"40, Crossefield Road, Cheadle Hulme, Cheadle 20 Semi-Detached 3 Freehold P",SK8 5PE,Detached,3.0,Freehold,16 Sep 2024,440000
"38, Crossefield Road, Cheadle Hulme, Cheadle 9 Terraced 3 Freehold Previou",SK8 5PE,Terraced,3.0,Freehold,16 Sep 2024,360000
"31, Arrowsmith Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XD,Detached,,Freehold,16 Sep 2024,583995
"25, Keswick Avenue, Gatley, Cheadle 22 Detached 2 Freehold Previo",SK8 4LE,Detached,2.0,Freehold,16 Sep 2024,330000
"11, Oaklands Avenue, Cheadle Hulme, Cheadle 13 Detached 3 Freehold Previo",SK8 5DE,Detached,3.0,Freehold,16 Sep 2024,527500
"6, Longfield Avenue, Heald Green, Cheadle 13 Semi-Detached 3 Freehold P",SK8 3NH,Detached,3.0,Freehold,16 Sep 2024,320000
"14, 9 The Pointe, Mellor Road, Cheadle Hulme, Cheadle 9 Flat 1 Leasehold Previous t",SK8 5AT,Flat,1.0,Leasehold,13 Sep 2024,165000
"17, New Hey Road, Cheadle 11 Terraced 2 Freehold Previo",SK8 2AQ,Terraced,2.0,Freehold,13 Sep 2024,269000
"10, Milton Crescent, Cheadle 14 Semi-Detached 3 Freehold P",SK8 1NU,Detached,3.0,Freehold,13 Sep 2024,390000
"104, St Davids Road, Cheadle 8 Terraced 2 Freehold Previou",SK8 2HL,Terraced,2.0,Freehold,12 Sep 2024,222500
"5, Oak Gardens, Gatley, Cheadle 18 Semi-Detached 3 Freehold P",SK8 4AX,Detached,3.0,Freehold,11 Sep 2024,365000
"20, Lydney Avenue, Heald Green, Cheadle 13 Semi-Detached 3 Leasehold",SK8 3LT,Detached,3.0,Leasehold,10 Sep 2024,333000
"12, Hurst Avenue, Cheadle Hulme, Cheadle 10 Detached 2 Leasehold Previ",SK8 7PQ,Detached,2.0,Leasehold,10 Sep 2024,418000
"6, Brookside Road, Gatley, Cheadle 14 Detached 3 Freehold Previo",SK8 4BG,Detached,3.0,Freehold,10 Sep 2024,321000
"22, Bamford Close, Heald Green, Cheadle 10 Flat 1 Leasehold Previous",SK8 3BD,Flat,1.0,Leasehold,10 Sep 2024,160000
"82, Oakdale Drive, Heald Green, Cheadle 13 Detached 3 Freehold Previo",SK8 3SW,Detached,3.0,Freehold,6 Sep 2024,325000
"36, Church Road, Gatley, Cheadle 15 Flat 3 Leasehold Previous",SK8 4NQ,Flat,3.0,Leasehold,6 Sep 2024,260000
"24, Brook Street, Cheadle 12 Terraced 2 Freehold Previo",SK8 2BX,Terraced,2.0,Freehold,6 Sep 2024,250000
"37, Colwyn Road, Cheadle Hulme, Cheadle 22 Terraced 3 Leasehold Previ",SK8 6BX,Terraced,3.0,Leasehold,6 Sep 2024,298000
"39, Malmesbury Road, Cheadle Hulme, Cheadle 16 Semi-Detached 3 Freehold P",SK8 7QH,Detached,3.0,Freehold,6 Sep 2024,450000
"92, Deane Avenue, Cheadle 15 Terraced 3 Freehold Previo",SK8 2DW,Terraced,3.0,Freehold,6 Sep 2024,337500
"172, Queensway, Heald Green, Cheadle 16 Detached 3 Freehold Previo",SK8 3HQ,Detached,3.0,Freehold,6 Sep 2024,363000
